                       Time(s)                         E(mV)                         I(mA)                         Q(mC)                 Capacity(mAh)                    Energy(Wh)                          P(W)
                      4.000000                   1835.335938                      0.998958                      3.996102                      0.001110                      0.000002                      0.001833
                      4.100000                   1837.181885                      0.999212                      4.096010                      0.001138                      0.000002                      0.001836
                      4.200000                   1838.440430                      0.999127                      4.195928                      0.001166                      0.000002                      0.001837
                      4.300000                   1840.370361                      0.999042                      4.295836                      0.001193                      0.000002                      0.001839
                      4.400000                   1841.880615                      0.998958                      4.395736                      0.001221                      0.000002                      0.001840
                      4.500000                   1843.474854                      0.999127                      4.495640                      0.001249                      0.000002                      0.001842
                      4.600000                   1845.068970                      0.999212                      4.595557                      0.001277                      0.000002                      0.001844
                      4.700000                   1846.411499                      0.999127                      4.695474                      0.001304                      0.000002                      0.001845
                      4.800000                   1848.005737                      0.998873                      4.795374                      0.001332                      0.000002                      0.001846
                      4.900000                   1849.599854                      0.999042                      4.895270                      0.001360                      0.000002                      0.001848
                      5.000000                   1851.026245                      0.999127                      4.995178                      0.001388                      0.000002                      0.001849
                      5.100000                   1852.536621                      0.999127                      5.095091                      0.001415                      0.000003                      0.001851
                      5.200000                   1854.046875                      0.999042                      5.195000                      0.001443                      0.000003                      0.001852
                      5.300000                   1855.305420                      0.999042                      5.294904                      0.001471                      0.000003                      0.001854
                      5.400000                   1856.815674                      0.999212                      5.394816                      0.001499                      0.000003                      0.001855
                      5.500000                   1858.074219                      0.999127                      5.494733                      0.001526                      0.000003                      0.001856
                      5.600000                   1859.416870                      0.999127                      5.594646                      0.001554                      0.000003                      0.001858
                      5.700000                   1861.010986                      0.999042                      5.694555                      0.001582                      0.000003                      0.001859
                      5.800000                   1862.605103                      0.999127                      5.794463                      0.001610                      0.000003                      0.001861
                      5.900000                   1863.863770                      0.999042                      5.894372                      0.001637                      0.000003                      0.001862
                      6.000000                   1865.290161                      0.999212                      5.994284                      0.001665                      0.000003                      0.001864
                      6.100000                   1866.632690                      0.999212                      6.094205                      0.001693                      0.000003                      0.001865
                      6.200000                   1867.807251                      0.999042                      6.194118                      0.001721                      0.000003                      0.001866
                      6.300000                   1869.149780                      0.999042                      6.294023                      0.001748                      0.000003                      0.001867
                      6.400000                   1870.492188                      0.999127                      6.393931                      0.001776                      0.000003                      0.001869
                      6.500000                   1871.918701                      0.999042                      6.493839                      0.001804                      0.000003                      0.001870
                      6.600000                   1873.428955                      0.999042                      6.593744                      0.001832                      0.000003                      0.001872
                      6.700000                   1874.351929                      0.999042                      6.693648                      0.001859                      0.000003                      0.001873
                      6.800000                   1876.113892                      0.998958                      6.793548                      0.001887                      0.000003                      0.001874
                      6.900000                   1877.288574                      0.998873                      6.893439                      0.001915                      0.000003                      0.001875
                      7.000000                   1878.547241                      0.998958                      6.993331                      0.001943                      0.000004                      0.001877
                      7.100000                   1879.805786                      0.998958                      7.093227                      0.001970                      0.000004                      0.001878
                      7.200000                   1881.148315                      0.998788                      7.193114                      0.001998                      0.000004                      0.001879
                      7.300000                   1882.574585                      0.999042                      7.293005                      0.002026                      0.000004                      0.001881
                      7.400000                   1883.749268                      0.998958                      7.392906                      0.002054                      0.000004                      0.001882
                      7.500000                   1884.923950                      0.999127                      7.492810                      0.002081                      0.000004                      0.001883
                      7.600000                   1886.350342                      0.998873                      7.592710                      0.002109                      0.000004                      0.001884
                      7.700000                   1887.525024                      0.998958                      7.692601                      0.002137                      0.000004                      0.001886
                      7.800000                   1888.783691                      0.999212                      7.792510                      0.002165                      0.000004                      0.001887
                      7.900000                   1889.958374                      0.999212                      7.892431                      0.002192                      0.000004                      0.001888
                      8.000000                   1891.384644                      0.999382                      7.992361                      0.002220                      0.000004                      0.001890
                      8.100000                   1892.391602                      0.999127                      8.092286                      0.002248                      0.000004                      0.001891
                      8.200000                   1893.734009                      0.999127                      8.192199                      0.002276                      0.000004                      0.001892
                      8.300000                   1894.740967                      0.999212                      8.292115                      0.002303                      0.000004                      0.001893
                      8.400000                   1896.251099                      0.998958                      8.392024                      0.002331                      0.000004                      0.001894
                      8.500000                   1897.593628                      0.999212                      8.491932                      0.002359                      0.000004                      0.001896
                      8.600000                   1898.684326                      0.999042                      8.591845                      0.002387                      0.000004                      0.001897
                      8.700000                   1900.026978                      0.999212                      8.691757                      0.002414                      0.000004                      0.001899
                      8.800000                   1901.033691                      0.999042                      8.791671                      0.002442                      0.000004                      0.001899
                      8.900000                   1902.376343                      0.998958                      8.891570                      0.002470                      0.000005                      0.001900
                      9.000000                   1903.551025                      0.998873                      8.991462                      0.002498                      0.000005                      0.001901
                      9.100000                   1904.809570                      0.999127                      9.091362                      0.002525                      0.000005                      0.001903
                      9.200000                   1905.816406                      0.999127                      9.191275                      0.002553                      0.000005                      0.001904
                      9.300000                   1907.326660                      0.999127                      9.291187                      0.002581                      0.000005                      0.001906
                      9.400000                   1908.501343                      0.999042                      9.391096                      0.002609                      0.000005                      0.001907
                      9.500000                   1909.592163                      0.999127                      9.491004                      0.002636                      0.000005                      0.001908
                      9.600000                   1910.850708                      0.998958                      9.590908                      0.002664                      0.000005                      0.001909
                      9.700000                   1911.857544                      0.999042                      9.690808                      0.002692                      0.000005                      0.001910
                      9.800000                   1913.032227                      0.999127                      9.790717                      0.002720                      0.000005                      0.001911
                      9.900000                   1914.458618                      0.999297                      9.890638                      0.002747                      0.000005                      0.001913
                     10.000000                   1915.549316                      0.999042                      9.990555                      0.002775                      0.000005                      0.001914
                     10.100000                   1916.640137                      0.999212                     10.090467                      0.002803                      0.000005                      0.001915
                     10.200000                   1917.814819                      0.998958                     10.190376                      0.002831                      0.000005                      0.001916
                     10.300000                   1918.821655                      0.999127                     10.290280                      0.002858                      0.000005                      0.001917
                     10.400000                   1920.248047                      0.999127                     10.390193                      0.002886                      0.000005                      0.001919
                     10.500000                   1921.338745                      0.999212                     10.490110                      0.002914                      0.000005                      0.001920
                     10.600000                   1922.513428                      0.998873                     10.590014                      0.002942                      0.000005                      0.001920
                     10.700000                   1923.520386                      0.999127                     10.689915                      0.002969                      0.000005                      0.001922
                     10.800000                   1925.030762                      0.999212                     10.789831                      0.002997                      0.000006                      0.001924
                     10.900000                   1925.953613                      0.999382                     10.889761                      0.003025                      0.000006                      0.001925
                     11.000000                   1927.044312                      0.999127                     10.989687                      0.003053                      0.000006                      0.001925
                     11.100000                   1928.386963                      0.998958                     11.089591                      0.003080                      0.000006                      0.001926
                     11.200000                   1929.393677                      0.999127                     11.189495                      0.003108                      0.000006                      0.001928
                     11.300000                   1930.652344                      0.999212                     11.289412                      0.003136                      0.000006                      0.001929
                     11.400000                   1931.407471                      0.999212                     11.389333                      0.003164                      0.000006                      0.001930
                     11.500000                   1932.833740                      0.999127                     11.489250                      0.003191                      0.000006                      0.001931
                     11.600000                   1933.672852                      0.999127                     11.589163                      0.003219                      0.000006                      0.001932
                     11.700000                   1935.099243                      0.999042                     11.689072                      0.003247                      0.000006                      0.001933
                     11.800000                   1936.022217                      0.998958                     11.788971                      0.003275                      0.000006                      0.001934
                     11.900000                   1937.448730                      0.999042                     11.888871                      0.003302                      0.000006                      0.001936
                     12.000000                   1938.287598                      0.998873                     11.988768                      0.003330                      0.000006                      0.001936
                     12.100000                   1939.714111                      0.999297                     12.088675                      0.003358                      0.000006                      0.001938
                     12.200000                   1940.553101                      0.998958                     12.188588                      0.003386                      0.000006                      0.001939
                     12.300000                   1941.895508                      0.999297                     12.288501                      0.003413                      0.000006                      0.001941
                     12.400000                   1942.986328                      0.998958                     12.388413                      0.003441                      0.000006                      0.001941
                     12.500000                   1943.825439                      0.998958                     12.488310                      0.003469                      0.000006                      0.001942
                     12.600000                   1944.916138                      0.999042                     12.588209                      0.003497                      0.000007                      0.001943
                     12.700000                   1946.258667                      0.998958                     12.688109                      0.003524                      0.000007                      0.001944
                     12.800000                   1947.181641                      0.999042                     12.788010                      0.003552                      0.000007                      0.001945
                     12.900000                   1948.188477                      0.999042                     12.887914                      0.003580                      0.000007                      0.001946
                     13.000000                   1949.447021                      0.999042                     12.987818                      0.003608                      0.000007                      0.001948
                     13.100000                   1950.453979                      0.999212                     13.087730                      0.003635                      0.000007                      0.001949
                     13.200000                   1951.796387                      0.998873                     13.187635                      0.003663                      0.000007                      0.001950
                     13.300000                   1952.803223                      0.998873                     13.287522                      0.003691                      0.000007                      0.001951
                     13.400000                   1953.810181                      0.998958                     13.387414                      0.003719                      0.000007                      0.001952
                     13.500000                   1954.817017                      0.999042                     13.487314                      0.003746                      0.000007                      0.001953
                     13.600000                   1956.159546                      0.999127                     13.587222                      0.003774                      0.000007                      0.001954
                     13.700000                   1956.998535                      0.999042                     13.687131                      0.003802                      0.000007                      0.001955
                     13.800000                   1958.089355                      0.999127                     13.787039                      0.003830                      0.000007                      0.001956
                     13.900000                   1959.515747                      0.998788                     13.886935                      0.003857                      0.000007                      0.001957
                     14.000000                   1960.354858                      0.999127                     13.986831                      0.003885                      0.000007                      0.001959
                     14.100000                   1961.445557                      0.998958                     14.086735                      0.003913                      0.000007                      0.001959
                     14.200000                   1962.536377                      0.999042                     14.186635                      0.003941                      0.000007                      0.001961
                     14.300000                   1963.794922                      0.999127                     14.286544                      0.003968                      0.000007                      0.001962
                     14.400000                   1964.549927                      0.998788                     14.386439                      0.003996                      0.000007                      0.001962
                     14.500000                   1965.724609                      0.998618                     14.486310                      0.004024                      0.000008                      0.001963
                     14.600000                   1966.815430                      0.998958                     14.586188                      0.004052                      0.000008                      0.001965
                     14.700000                   1967.822266                      0.999212                     14.686097                      0.004079                      0.000008                      0.001966
                     14.800000                   1968.745239                      0.999042                     14.786010                      0.004107                      0.000008                      0.001967
                     14.900000                   1969.919922                      0.998958                     14.885910                      0.004135                      0.000008                      0.001968
                     15.000000                   1970.842896                      0.998703                     14.985792                      0.004163                      0.000008                      0.001968
                     15.100000                   1972.101440                      0.998873                     15.085671                      0.004190                      0.000008                      0.001970
                     15.200000                   1973.024414                      0.999212                     15.185575                      0.004218                      0.000008                      0.001971
                     15.300000                   1974.199097                      0.999212                     15.285497                      0.004246                      0.000008                      0.001973
                     15.400000                   1975.206055                      0.999042                     15.385409                      0.004274                      0.000008                      0.001973
                     15.500000                   1976.296753                      0.999382                     15.485331                      0.004301                      0.000008                      0.001975
                     15.600000                   1977.135864                      0.998873                     15.585243                      0.004329                      0.000008                      0.001975
                     15.700000                   1978.310547                      0.998958                     15.685135                      0.004357                      0.000008                      0.001976
                     15.800000                   1979.401367                      0.998958                     15.785030                      0.004385                      0.000008                      0.001977
                     15.900000                   1980.492065                      0.999212                     15.884939                      0.004412                      0.000008                      0.001979
                     16.000000                   1981.582764                      0.998958                     15.984848                      0.004440                      0.000008                      0.001980
                     16.100000                   1982.337891                      0.999212                     16.084757                      0.004468                      0.000008                      0.001981
                     16.200001                   1983.680420                      0.999127                     16.184673                      0.004496                      0.000008                      0.001982
                     16.299999                   1984.603394                      0.998873                     16.284573                      0.004523                      0.000009                      0.001982
                     16.400000                   1985.694092                      0.998873                     16.384460                      0.004551                      0.000009                      0.001983
                     16.500000                   1986.617065                      0.999127                     16.484360                      0.004579                      0.000009                      0.001985
                     16.600000                   1987.288452                      0.999042                     16.584269                      0.004607                      0.000009                      0.001985
                     16.700001                   1988.714722                      0.998958                     16.684170                      0.004634                      0.000009                      0.001987
                     16.799999                   1989.637695                      0.999127                     16.784073                      0.004662                      0.000009                      0.001988
                     16.900000                   1990.728516                      0.999127                     16.883986                      0.004690                      0.000009                      0.001989
                     17.000000                   1991.651367                      0.999042                     16.983894                      0.004718                      0.000009                      0.001990
                     17.100000                   1992.742065                      0.999212                     17.083807                      0.004746                      0.000009                      0.001991
                     17.200001                   1993.749023                      0.999042                     17.183720                      0.004773                      0.000009                      0.001992
                     17.299999                   1994.588135                      0.999127                     17.283628                      0.004801                      0.000009                      0.001993
                     17.400000                   1995.678833                      0.999042                     17.383537                      0.004829                      0.000009                      0.001994
                     17.500000                   1997.021362                      0.999127                     17.483446                      0.004857                      0.000009                      0.001995
                     17.600000                   1997.944336                      0.999382                     17.583370                      0.004884                      0.000009                      0.001997
                     17.700001                   1998.699463                      0.999297                     17.683304                      0.004912                      0.000009                      0.001997
                     17.799999                   2000.041992                      0.999212                     17.783230                      0.004940                      0.000009                      0.001998
                     17.900000                   2000.713135                      0.999042                     17.883142                      0.004968                      0.000009                      0.001999
                     18.000000                   2001.803833                      0.999212                     17.983055                      0.004995                      0.000009                      0.002000
                     18.100000                   2002.642944                      0.999127                     18.082972                      0.005023                      0.000010                      0.002001
                     18.200001                   2003.649902                      0.999127                     18.182884                      0.005051                      0.000010                      0.002002
                     18.299999                   2004.740601                      0.998958                     18.282789                      0.005079                      0.000010                      0.002003
                     18.400000                   2005.663574                      0.999127                     18.382694                      0.005106                      0.000010                      0.002004
                     18.500000                   2006.754395                      0.998958                     18.482597                      0.005134                      0.000010                      0.002005
                     18.600000                   2007.509399                      0.999212                     18.582506                      0.005162                      0.000010                      0.002006
                     18.700001                   2008.767944                      0.998958                     18.682415                      0.005190                      0.000010                      0.002007
                     18.799999                   2009.774902                      0.999127                     18.782320                      0.005217                      0.000010                      0.002008
                     18.900000                   2010.530029                      0.999212                     18.882236                      0.005245                      0.000010                      0.002009
                     19.000000                   2011.704712                      0.999212                     18.982157                      0.005273                      0.000010                      0.002010
                     19.100000                   2012.459961                      0.999212                     19.082079                      0.005301                      0.000010                      0.002011
                     19.200001                   2013.718506                      0.999212                     19.181999                      0.005328                      0.000010                      0.002012
                     19.299999                   2014.725342                      0.999382                     19.281929                      0.005356                      0.000010                      0.002013
                     19.400000                   2015.648315                      0.999466                     19.381872                      0.005384                      0.000010                      0.002015
                     19.500000                   2016.655151                      0.999297                     19.481810                      0.005412                      0.000010                      0.002015
                     19.600000                   2017.410278                      0.999212                     19.581736                      0.005439                      0.000010                      0.002016
                     19.700001                   2018.501099                      0.999297                     19.681662                      0.005467                      0.000010                      0.002017
                     19.799999                   2019.424072                      0.999127                     19.781582                      0.005495                      0.000010                      0.002018
                     19.900000                   2020.179199                      0.999212                     19.881498                      0.005523                      0.000011                      0.002019
                     20.000000                   2021.269897                      0.999466                     19.981432                      0.005550                      0.000011                      0.002020
                     20.100000                   2022.276733                      0.999127                     20.081362                      0.005578                      0.000011                      0.002021
                     20.200001                   2023.115845                      0.999212                     20.181280                      0.005606                      0.000011                      0.002022
                     20.299999                   2023.954956                      0.999212                     20.281200                      0.005634                      0.000011                      0.002022
                     20.400000                   2025.297363                      0.999212                     20.381123                      0.005661                      0.000011                      0.002024
                     20.500000                   2026.388184                      0.999212                     20.481043                      0.005689                      0.000011                      0.002025
                     20.600000                   2027.059448                      0.999127                     20.580959                      0.005717                      0.000011                      0.002025
                     20.700001                   2028.234131                      0.998958                     20.680864                      0.005745                      0.000011                      0.002026
                     20.799999                   2029.073120                      0.999212                     20.780773                      0.005772                      0.000011                      0.002027
                     20.900000                   2029.744385                      0.999212                     20.880693                      0.005800                      0.000011                      0.002028
                     21.000000                   2030.919067                      0.999042                     20.980606                      0.005828                      0.000011                      0.002029
                     21.100000                   2031.925903                      0.998873                     21.080502                      0.005856                      0.000011                      0.002030
                     21.200001                   2033.016724                      0.998958                     21.180393                      0.005883                      0.000011                      0.002031
                     21.299999                   2033.771851                      0.998873                     21.280285                      0.005911                      0.000011                      0.002031
