Time(s)                       E(mV)                         I(mA)                         
9.24                          924.2648                      0.8489296                     
9.25                          924.8519                      0.849525                      
9.26                          926.278                       0.850674                      
9.27                          927.2006                      0.8517307                     
9.28                          927.7039                      0.8526532                     
9.29                          929.1299                      0.8531312                     
9.3                           929.8848                      0.8546073                     
9.31                          931.0591                      0.8552362                     
9.32                          931.9818                      0.8559743                     
9.33                          932.6528                      0.8569807                     
9.34                          933.9111                      0.8580877                     
9.35                          934.7499                      0.8588928                     
9.36                          935.7565                      0.8595554                     
9.37                          937.2664                      0.860545                      
9.38                          938.189                       0.8615513                     
9.39                          939.1117                      0.8624906                     
9.4                           939.9505                      0.8633377                     
9.41                          940.9571                      0.8640673                     
9.42                          941.9637                      0.8652834                     
9.43                          942.9703                      0.8662394                     
9.44                          944.1447                      0.8669439                     
9.45                          944.8995                      0.8678916                     
9.46                          945.99                        0.8689986                     
9.47                          946.9966                      0.869745                      
9.48                          947.8354                      0.8707178                     
9.49                          949.0936                      0.8714559                     
9.5                           949.7646                      0.8725293                     
9.51                          950.7712                      0.8733596                     
9.52                          952.1972                      0.8745421                     
9.53                          952.9521                      0.8750789                     
9.54                          954.2104                      0.8764961                     
9.55                          955.2169                      0.8768148                     
9.56                          955.7202                      0.8782154                     
9.57                          956.9785                      0.8788192                     
9.58                          957.8172                      0.8799095                     
9.59                          958.5722                      0.8808153                     
9.6                           959.9142                      0.8817294                     
9.61                          961.0886                      0.8820313                     
9.62                          961.9274                      0.8837589                     
9.63                          963.1017                      0.8844466                     
9.64                          964.1922                      0.8851091                     
9.65                          964.7794                      0.8862749                     
9.66                          966.3731                      0.8871723                     
9.67                          966.9603                      0.8878012                     
9.68                          968.1346                      0.8890676                     
9.69                          968.7217                      0.8896379                     
9.7                           970.3155                      0.8909042                     
9.71                          971.0705                      0.8918436                     
9.72                          972.3287                      0.8927158                     
9.73                          972.9158                      0.8930764                     
9.74                          974.0901                      0.8945944                     
9.75                          975.0128                      0.8952234                     
9.76                          975.4323                      0.8962968                     
9.77                          976.6066                      0.8968587                     
9.78                          978.2004                      0.8980664                     
9.79                          979.207                       0.898905                      
9.8                           979.7103                      0.8996179                     
9.81                          980.9684                      0.900532                      
9.82                          981.7233                      0.9014965                     
9.83                          982.8138                      0.902419                      
9.84                          984.0721                      0.903459                      
9.85                          985.3303                      0.904306                      
9.86                          985.9174                      0.9050943                     
9.87                          987.4273                      0.9063523                     
9.88                          988.1822                      0.9073419                     
9.89                          988.9371                      0.9078535                     
9.9                           990.1115                      0.908776                      
9.91                          990.8664                      0.9099585                     
9.92                          991.9568                      0.9109146                     
9.93                          992.8795                      0.9117281                     
9.94                          994.0539                      0.9123738                     
9.95                          995.0605                      0.9134389                     
9.96                          995.7315                      0.9142105                     
9.97                          996.6542                      0.9155523                     
9.98                          998.2479                      0.9161142                     
9.99                          998.6674                      0.9170367                     
10                            1000.009                      0.9180599                     
