Time(s)                       E(mV)                         I(mA)                         
0.01                          -1000.053                     -0.8964956                    
0.02                          -997.537                      -0.8909552                    
0.03                          -995.6077                     -0.8870936                    
0.04                          -993.5107                     -0.8846591                    
0.05                          -991.7492                     -0.8828963                    
0.06                          -989.5682                     -0.8803778                    
0.07                          -987.3035                     -0.8786989                    
0.08                          -985.6259                     -0.8771039                    
0.09                          -983.5289                     -0.8747534                    
0.1                           -981.5995                     -0.8735781                    
0.11                          -979.5025                     -0.8710598                    
0.12                          -977.5732                     -0.8692129                    
0.13                          -975.644                      -0.8678698                    
0.14                          -973.8825                     -0.8653514                    
0.15                          -971.5338                     -0.8636724                    
0.16                          -969.6046                     -0.8616577                    
0.17                          -967.843                      -0.8602306                    
0.18                          -965.8298                     -0.8578801                    
0.19                          -963.9006                     -0.8568728                    
0.2                           -961.6358                     -0.8543543                    
0.21                          -959.455                      -0.8526754                    
0.22                          -957.1901                     -0.8508286                    
0.23                          -955.5125                     -0.8489817                    
0.24                          -953.4993                     -0.8472188                    
0.25                          -951.9056                     -0.845456                     
0.26                          -949.9763                     -0.8433573                    
0.27                          -947.6276                     -0.8418463                    
0.28                          -945.4468                     -0.8403352                    
0.29                          -943.6014                     -0.8384044                    
0.3                           -941.756                      -0.8360539                    
0.31                          -939.7429                     -0.8350466                    
0.32                          -937.8136                     -0.8325282                    
0.33                          -935.6326                     -0.8304295                    
0.34                          -933.7034                     -0.8286666                    
0.35                          -931.3547                     -0.8277432                    
0.36                          -929.4255                     -0.8252248                    
0.37                          -927.4962                     -0.823294                     
0.38                          -925.9863                     -0.8216151                    
0.39                          -923.5538                     -0.8200201                    
0.4                           -921.7084                     -0.8173338                    
0.41                          -919.6114                     -0.8163265                    
0.42                          -917.5982                     -0.8148154                    
0.43                          -915.9206                     -0.8125489                    
0.44                          -913.488                      -0.810618                     
0.45                          -911.8943                     -0.8087713                    
0.46                          -909.7972                     -0.8070923                    
0.47                          -907.6164                     -0.8058331                    
0.48                          -905.3516                     -0.8034825                    
0.49                          -903.2546                     -0.8013839                    
0.5                           -901.0736                     -0.7995371                    
0.51                          -899.7315                     -0.7981939                    
0.52                          -897.4667                     -0.7962632                    
0.53                          -895.5375                     -0.7944163                    
0.54                          -893.7759                     -0.7924016                    
0.55                          -891.4272                     -0.7904708                    
0.56                          -889.7497                     -0.7885401                    
0.57                          -887.4849                     -0.7866932                    
0.58                          -885.8912                     -0.7847624                    
0.59                          -883.5425                     -0.7835872                    
0.6                           -881.6132                     -0.780901                     
0.61                          -879.2645                     -0.7799775                    
0.62                          -877.5869                     -0.777711                     
0.63                          -875.3221                     -0.775948                     
0.64                          -874.0638                     -0.7742691                    
0.65                          -871.3797                     -0.7725902                    
0.66                          -869.6182                     -0.7703236                    
0.67                          -867.1857                     -0.7689804                    
0.68                          -865.7597                     -0.7667978                    
0.69                          -863.7465                     -0.764951                     
0.7                           -861.5656                     -0.7628524                    
0.71                          -859.6363                     -0.7613413                    
0.72                          -857.5393                     -0.7596624                    
0.73                          -855.4423                     -0.7578995                    
0.74                          -853.5969                     -0.7557169                    
0.75                          -851.5837                     -0.7542058                    
0.76                          -849.4866                     -0.7526948                    
0.77                          -847.3058                     -0.75068                      
0.78                          -845.5443                     -0.7490851                    
0.79                          -843.6151                     -0.7468185                    
0.8                           -841.518                      -0.7453074                    
0.81                          -839.5048                     -0.7429569                    
0.82                          -837.2401                     -0.741194                     
0.83                          -835.3108                     -0.7401027                    
0.84                          -833.4654                     -0.7380041                    
0.85                          -831.6201                     -0.7353178                    
0.86                          -829.7746                     -0.7344784                    
0.87                          -827.5937                     -0.7319599                    
0.88                          -825.2451                     -0.7305328                    
0.89                          -823.3997                     -0.7285181                    
0.9                           -821.3026                     -0.727007                     
0.91                          -819.2894                     -0.7250763                    
0.92                          -817.6119                     -0.7232294                    
0.93                          -815.0115                     -0.7211308                    
0.94                          -813.4177                     -0.7194519                    
0.95                          -811.5724                     -0.7174371                    
0.96                          -809.8109                     -0.7162619                    
0.97                          -807.4622                     -0.7138274                    
0.98                          -805.7007                     -0.7123164                    
0.99                          -803.352                      -0.7109732                    
1                             -801.5067                     -0.7087906                    
1.01                          -799.3257                     -0.7069438                    
1.02                          -797.5642                     -0.7053488                    
1.03                          -795.3834                     -0.7030822                    
1.04                          -793.538                      -0.7013193                    
1.05                          -791.4409                     -0.6993046                    
1.06                          -789.1761                     -0.6975417                    
1.07                          -787.4985                     -0.6956109                    
1.08                          -785.737                      -0.6943517                    
1.09                          -783.4722                     -0.692337                     
1.1                           -781.2074                     -0.6906581                    
1.11                          -779.4459                     -0.6883915                    
1.12                          -777.5167                     -0.6865447                    
1.13                          -775.5873                     -0.6848658                    
1.14                          -773.4065                     -0.6834387                    
1.15                          -771.645                      -0.6810881                    
1.16                          -769.2124                     -0.6793253                    
1.17                          -767.6187                     -0.6780661                    
1.18                          -765.7733                     -0.6754637                    
1.19                          -763.5085                     -0.6741205                    
1.2                           -761.3276                     -0.6721058                    
1.21                          -759.8177                     -0.6705949                    
1.22                          -757.553                      -0.6683283                    
1.23                          -755.5398                     -0.6663975                    
1.24                          -753.8621                     -0.6652222                    
1.25                          -751.5135                     -0.6634594                    
1.26                          -749.6681                     -0.6616125                    
1.27                          -747.2355                     -0.6593459                    
1.28                          -745.4741                     -0.6579189                    
1.29                          -743.2931                     -0.6562399                    
1.3                           -741.951                      -0.6539733                    
1.31                          -739.3506                     -0.6523783                    
1.32                          -737.5053                     -0.6506994                    
1.33                          -735.3244                     -0.6486008                    
1.34                          -733.6468                     -0.6465021                    
1.35                          -731.4659                     -0.6451589                    
1.36                          -729.3688                     -0.6433961                    
1.37                          -727.5234                     -0.6411295                    
1.38                          -725.5103                     -0.6396185                    
1.39                          -723.4971                     -0.6376037                    
1.4                           -721.0646                     -0.6358408                    
1.41                          -719.0515                     -0.6340779                    
1.42                          -717.2899                     -0.6323151                    
1.43                          -715.1929                     -0.6303004                    
1.44                          -713.683                      -0.6287053                    
1.45                          -711.1666                     -0.6265228                    
1.46                          -709.2374                     -0.6249278                    
1.47                          -707.0565                     -0.622997                     
1.48                          -705.2949                     -0.6211501                    
1.49                          -703.5334                     -0.6196391                    
1.5                           -701.3525                     -0.6175405                    
1.51                          -699.591                      -0.6157776                    
1.52                          -697.494                      -0.6141826                    
1.53                          -695.397                      -0.6119999                    
1.54                          -693.216                      -0.6105729                    
1.55                          -691.3707                     -0.6091458                    
1.56                          -689.3575                     -0.6063755                    
1.57                          -687.0089                     -0.6052842                    
1.58                          -685.5828                     -0.6033534                    
1.59                          -682.9825                     -0.6010869                    
1.6                           -681.7243                     -0.5992401                    
1.61                          -679.0402                     -0.5980648                    
1.62                          -677.4464                     -0.5956303                    
1.63                          -675.3494                     -0.5940353                    
1.64                          -673.4201                     -0.5920206                    
1.65                          -671.2392                     -0.5902578                    
1.66                          -669.3938                     -0.5885788                    
1.67                          -666.9612                     -0.5863962                    
1.68                          -665.3675                     -0.5847172                    
1.69                          -663.4382                     -0.5829543                    
1.7                           -661.3412                     -0.5814433                    
1.71                          -659.412                      -0.5795125                    
1.72                          -657.4827                     -0.5780015                    
1.73                          -655.0501                     -0.575567                     
1.74                          -653.2886                     -0.5743918                    
1.75                          -651.2755                     -0.5717894                    
1.76                          -649.5139                     -0.5702784                    
1.77                          -647.5008                     -0.5685995                    
1.78                          -645.7393                     -0.5671723                    
1.79                          -643.2228                     -0.564654                     
1.8                           -641.1259                     -0.5632269                    
1.81                          -639.616                      -0.56138                      
1.82                          -637.6028                     -0.5591974                    
1.83                          -635.2542                     -0.5576024                    
1.84                          -633.3249                     -0.5557556                    
1.85                          -631.3117                     -0.5537409                    
1.86                          -629.0469                     -0.5522298                    
1.87                          -626.866                      -0.5500472                    
1.88                          -625.4401                     -0.5486201                    
1.89                          -623.5108                     -0.5463536                    
1.9                           -621.1621                     -0.5452623                    
1.91                          -619.4845                     -0.5429957                    
1.92                          -617.2197                     -0.5413167                    
1.93                          -615.0388                     -0.539386                     
1.94                          -612.8579                     -0.5376231                    
1.95                          -611.5997                     -0.5358602                    
1.96                          -609.4188                     -0.5341813                    
1.97                          -607.4895                     -0.5319986                    
1.98                          -605.0569                     -0.5305716                    
1.99                          -603.2115                     -0.5294803                    
2                             -601.5339                     -0.5264581                    
2.01                          -599.353                      -0.5250311                    
2.02                          -597.5915                     -0.5231003                    
2.03                          -595.2428                     -0.5215053                    
2.04                          -593.3975                     -0.5192388                    
2.05                          -590.881                      -0.5178956                    
2.06                          -589.2873                     -0.5154611                    
2.07                          -587.4419                     -0.5142859                    
2.08                          -585.5965                     -0.5116835                    
2.09                          -583.3317                     -0.5103404                    
2.1                           -581.0669                     -0.5082417                    
2.11                          -579.3054                     -0.5076613                    
2.12                          -577.2922                     -0.5053635                    
2.13                          -575.363                      -0.5037616                    
2.14                          -573.3499                     -0.5015979                    
2.15                          -571.0851                     -0.5000548                    
2.16                          -568.988                      -0.4978826                    
2.17                          -567.2265                     -0.4962473                    
2.18                          -565.465                      -0.4944442                    
2.19                          -562.8647                     -0.4928339                    
2.2                           -561.0193                     -0.4909721                    
2.21                          -559.2578                     -0.4888923                    
2.22                          -557.2446                     -0.487022                     
2.23                          -554.9799                     -0.4853615                    
2.24                          -553.3022                     -0.4834158                    
2.25                          -550.8697                     -0.4818057                    
2.26                          -549.4437                     -0.4799941                    
2.27                          -547.2628                     -0.4780233                    
2.28                          -545.5013                     -0.4763124                    
2.29                          -542.901                      -0.4743081                    
2.3                           -541.2233                     -0.4725301                    
2.31                          -539.6296                     -0.4710121                    
2.32                          -537.1132                     -0.4690161                    
2.33                          -535.1839                     -0.4669866                    
2.34                          -533.4224                     -0.4654183                    
2.35                          -531.2415                     -0.4635397                    
2.36                          -529.3961                     -0.4618708                    
2.37                          -527.1313                     -0.4602186                    
2.38                          -524.9504                     -0.458231                     
2.39                          -523.3566                     -0.4561344                    
2.4                           -521.0919                     -0.4546751                    
2.41                          -519.0787                     -0.4526121                    
2.42                          -516.9817                     -0.4508089                    
2.43                          -515.1363                     -0.449031                     
2.44                          -513.3748                     -0.4476976                    
2.45                          -511.2777                     -0.4453996                    
2.46                          -509.1807                     -0.4436217                    
2.47                          -507.1676                     -0.4420366                    
2.48                          -505.4061                     -0.4400071                    
2.49                          -503.3091                     -0.4382124                    
2.5                           -501.2959                     -0.4366189                    
2.51                          -499.0311                     -0.4344468                    
2.52                          -497.5213                     -0.4328701                    
2.53                          -495.0048                     -0.4309244                    
2.54                          -493.1595                     -0.4290627                    
2.55                          -490.643                      -0.4274524                    
2.56                          -489.3848                     -0.4257164                    
2.57                          -487.3716                     -0.4232172                    
2.58                          -485.023                      -0.4219089                    
2.59                          -483.2614                     -0.4199045                    
2.6                           -481.1644                     -0.4183195                    
2.61                          -479.2352                     -0.416357                     
2.62                          -477.222                      -0.4146042                    
2.63                          -475.125                      -0.4125663                    
2.64                          -473.3635                     -0.4110903                    
2.65                          -471.0987                     -0.4090607                    
2.66                          -469.3372                     -0.4074421                    
2.67                          -467.0724                     -0.40553                      
2.68                          -465.0593                     -0.404054                     
2.69                          -463.13                       -0.4018483                    
2.7                           -461.1168                     -0.3999194                    
2.71                          -459.2715                     -0.398133                     
2.72                          -457.3422                     -0.396808                     
2.73                          -454.9096                     -0.3944178                    
2.74                          -453.3159                     -0.3926399                    
2.75                          -451.135                      -0.3909122                    
2.76                          -449.1218                     -0.3892014                    
2.77                          -447.2764                     -0.3871132                    
2.78                          -444.9277                     -0.385612                     
2.79                          -443.2501                     -0.383683                     
2.8                           -440.9015                     -0.3821567                    
2.81                          -439.0561                     -0.3797833                    
2.82                          -436.7074                     -0.3784666                    
2.83                          -435.3653                     -0.3763448                    
2.84                          -432.9327                     -0.3750868                    
2.85                          -431.2551                     -0.3729399                    
2.86                          -428.9904                     -0.3710277                    
2.87                          -426.8933                     -0.3690988                    
2.88                          -425.1318                     -0.3677737                    
2.89                          -423.1187                     -0.3652326                    
2.9                           -421.0216                     -0.363874                     
2.91                          -419.2601                     -0.3617438                    
2.92                          -416.9114                     -0.3603517                    
2.93                          -414.8144                     -0.3582047                    
2.94                          -413.0529                     -0.35667                      
2.95                          -411.2914                     -0.3546404                    
2.96                          -409.446                      -0.3532902                    
2.97                          -407.0974                     -0.3506904                    
2.98                          -405.0842                     -0.3490634                    
2.99                          -403.1549                     -0.3475622                    
3                             -401.3095                     -0.3457339                    
3.01                          -399.2125                     -0.3437379                    
3.02                          -397.0316                     -0.342329                     
3.03                          -395.1862                     -0.3399724                    
3.04                          -393.0053                     -0.3385718                    
3.05                          -391.3277                     -0.3363326                    
3.06                          -389.1468                     -0.3347056                    
3.07                          -387.0497                     -0.333347                     
3.08                          -384.7011                     -0.3311749                    
3.09                          -383.6106                     -0.3291034                    
3.1                           -381.0942                     -0.3276777                    
3.11                          -379.5005                     -0.3254385                    
3.12                          -376.8163                     -0.3240463                    
3.13                          -375.3064                     -0.3221593                    
3.14                          -372.9577                     -0.3202556                    
3.15                          -371.1123                     -0.3183854                    
3.16                          -368.9314                     -0.3168926                    
3.17                          -366.4989                     -0.3144269                    
3.18                          -364.989                      -0.3132444                    
3.19                          -363.3114                     -0.3111813                    
3.2                           -361.1305                     -0.3092776                    
3.21                          -359.369                      -0.3073319                    
3.22                          -357.188                      -0.3058894                    
3.23                          -355.5943                     -0.3038767                    
3.24                          -352.994                      -0.3023922                    
3.25                          -350.8131                     -0.3002285                    
3.26                          -348.9677                     -0.2985428                    
3.27                          -347.3739                     -0.2968068                    
3.28                          -345.1092                     -0.2948527                    
3.29                          -342.7605                     -0.2931                       
3.3                           -340.999                      -0.2914394                    
3.31                          -339.0697                     -0.2895105                    
3.32                          -337.3082                     -0.2878751                    
3.33                          -334.5401                     -0.2855521                    
3.34                          -333.198                      -0.2841012                    
3.35                          -331.2687                     -0.282382                     
3.36                          -329.3395                     -0.2805034                    
3.37                          -326.6553                     -0.2783564                    
3.38                          -325.3132                     -0.2769391                    
3.39                          -323.2162                     -0.274834                     
3.4                           -321.1191                     -0.2731484                    
3.41                          -318.6866                     -0.2712362                    
3.42                          -317.2606                     -0.2695505                    
3.43                          -315.1636                     -0.2675042                    
3.44                          -312.9827                     -0.2660701                    
3.45                          -310.8018                     -0.2638896                    
3.46                          -308.7886                     -0.2621201                    
3.47                          -306.8593                     -0.2604176                    
3.48                          -305.0978                     -0.2591764                    
3.49                          -302.7492                     -0.2565095                    
3.5                           -300.9876                     -0.2548321                    
3.51                          -298.9745                     -0.2532974                    
3.52                          -297.2969                     -0.2513433                    
3.53                          -295.0321                     -0.2495319                    
3.54                          -292.9351                     -0.2482571                    
3.55                          -291.0897                     -0.2455818                    
3.56                          -289.1604                     -0.2441812                    
3.57                          -287.0634                     -0.2424788                    
3.58                          -284.6308                     -0.2403066                    
3.59                          -283.2048                     -0.2385287                    
3.6                           -280.7723                     -0.2370946                    
3.61                          -278.9269                     -0.2349141                    
3.62                          -276.8299                     -0.2332871                    
3.63                          -275.1523                     -0.2313834                    
3.64                          -273.0552                     -0.2296809                    
3.65                          -270.9582                     -0.2278945                    
3.66                          -268.6095                     -0.2261921                    
3.67                          -267.6029                     -0.2241625                    
3.68                          -264.4993                     -0.2223007                    
3.69                          -262.8217                     -0.2207324                    
3.7                           -260.8925                     -0.2190467                    
3.71                          -259.3826                     -0.2168495                    
3.72                          -257.2017                     -0.2151806                    
3.73                          -254.7691                     -0.2133271                    
3.74                          -253.0076                     -0.211155                     
3.75                          -250.9945                     -0.2096287                    
3.76                          -249.233                      -0.2076746                    
3.77                          -247.1359                     -0.2060979                    
3.78                          -244.7034                     -0.204278                     
3.79                          -243.0257                     -0.202064                     
3.8                           -241.2643                     -0.2003112                    
3.81                          -238.58                       -0.1988184                    
3.82                          -237.0702                     -0.196705                     
3.83                          -234.8893                     -0.1951367                    
3.84                          -233.1278                     -0.1934762                    
3.85                          -231.0307                     -0.1912453                    
3.86                          -228.8498                     -0.1899454                    
3.87                          -226.9206                     -0.1877481                    
3.88                          -224.6558                     -0.1859283                    
3.89                          -222.5588                     -0.1844187                    
3.9                           -220.965                      -0.1823891                    
3.91                          -219.1196                     -0.1804099                    
3.92                          -216.9387                     -0.1787242                    
3.93                          -215.1772                     -0.1768121                    
3.94                          -212.9124                     -0.1749419                    
3.95                          -210.7315                     -0.173273                     
3.96                          -208.8861                     -0.1713189                    
3.97                          -206.7052                     -0.1697339                    
3.98                          -204.8598                     -0.1676791                    
3.99                          -202.8467                     -0.1659935                    
4                             -200.6658                     -0.1641987                    
4.01                          -199.3237                     -0.162404                     
4.02                          -197.0589                     -0.160777                     
4.03                          -194.9618                     -0.1586972                    
4.04                          -192.7809                     -0.1569192                    
4.05                          -191.1033                     -0.1552503                    
4.06                          -188.8385                     -0.1531453                    
4.07                          -186.9931                     -0.1515602                    
4.08                          -184.8961                     -0.149841                     
4.09                          -182.7152                     -0.1477695                    
4.1                           -181.2053                     -0.1458406                    
4.11                          -178.8566                     -0.1440039                    
4.12                          -177.179                      -0.1421589                    
4.13                          -174.6626                     -0.1407919                    
4.14                          -172.8172                     -0.1385527                    
4.15                          -170.7202                     -0.1367999                    
4.16                          -168.8748                     -0.1353574                    
4.17                          -166.61                       -0.1332105                    
4.18                          -164.8485                     -0.1315835                    
4.19                          -162.6676                     -0.1299816                    
4.2                           -161.0738                     -0.127885                     
4.21                          -158.9768                     -0.1261909                    
4.22                          -156.8798                     -0.1240272                    
4.23                          -155.1183                     -0.1220731                    
4.24                          -152.6018                     -0.1206809                    
4.25                          -151.0081                     -0.1187688                    
4.26                          -148.6594                     -0.1166638                    
4.27                          -146.814                      -0.1149949                    
4.28                          -144.8009                     -0.1130408                    
4.29                          -142.62                       -0.1113467                    
4.3                           -140.6068                     -0.1096442                    
4.31                          -139.2647                     -0.107774                     
4.32                          -136.5805                     -0.1058116                    
4.33                          -134.9029                     -0.1041678                    
4.34                          -132.9736                     -0.1022809                    
4.35                          -130.7088                     -0.1004191                    
4.36                          -129.0312                     -0.09873335                   
4.37                          -127.0181                     -0.09750892                   
4.38                          -124.9211                     -0.09498458                   
4.39                          -122.9079                     -0.09329049                   
4.4                           -120.5592                     -0.09163833                   
4.41                          -118.7977                     -0.08949976                   
4.42                          -116.9523                     -0.08799858                   
4.43                          -115.107                      -0.08605289                   
4.44                          -112.6744                     -0.08416592                   
4.45                          -110.829                      -0.08234604                   
4.46                          -108.4803                     -0.08082809                   
4.47                          -106.635                      -0.0783876                    
4.48                          -105.1251                     -0.07715477                   
4.49                          -102.9442                     -0.07493234                   
4.5                           -100.5955                     -0.07317954                   
4.51                          -98.91788                     -0.0712758                    
4.52                          -96.73697                     -0.06953979                   
4.53                          -94.97547                     -0.06768636                   
4.54                          -92.6268                      -0.06652902                   
4.55                          -91.11694                     -0.06397951                   
4.56                          -88.51662                     -0.06241122                   
4.57                          -86.50347                     -0.06046554                   
4.58                          -84.74197                     -0.05898113                   
4.59                          -82.8127                      -0.05706899                   
4.6                           -80.63178                     -0.05537491                   
4.61                          -78.70251                     -0.0529512                    
4.62                          -76.77325                     -0.05203706                   
4.63                          -74.92786                     -0.04941208                   
4.64                          -72.74696                     -0.04781863                   
4.65                          -70.90157                     -0.0461581                    
4.66                          -68.63678                     -0.0445311                    
4.67                          -66.79139                     -0.04209062                   
4.68                          -64.86212                     -0.04064814                   
4.69                          -62.59734                     -0.03856827                   
4.7                           -60.75195                     -0.03721804                   
4.71                          -58.65492                     -0.03520847                   
4.72                          -57.06118                     -0.03325978                   
4.73                          -54.96415                     -0.03148717                   
4.74                          -52.44771                     -0.02995857                   
4.75                          -50.68621                     -0.02773653                   
4.76                          -49.00858                     -0.02620709                   
4.77                          -46.57603                     -0.02428858                   
4.78                          -44.89841                     -0.02258138                   
4.79                          -42.80137                     -0.02043983                   
4.8                           -40.53659                     -0.0188693                    
4.81                          -38.85896                     -0.0170489                    
4.82                          -36.9297                      -0.01547418                   
4.83                          -34.6649                      -0.01335695                   
4.84                          -32.65175                     -0.01154745                   
4.85                          -30.55472                     -0.009535869                  
4.86                          -28.79322                     -0.008076864                  
4.87                          -26.69619                     -0.005936991                  
4.88                          -25.01857                     -0.00412246                   
4.89                          -22.92154                     -0.002692804                  
4.9                           -20.74063                     -0.0007516574                 
4.91                          -18.81136                     0.001301849                   
4.92                          -16.71433                     0.002994797                   
4.93                          -15.12059                     0.004998832                   
4.94                          -12.68803                     0.006606251                   
