Time(s)                       E(mV)                         I(mA)                         Q(mC)                         Capacity(mAh)                 Energy(Wh)                    P(W)
4.6                           69.76717                      0.06534529                    0.3283601                     9.121114E-05                  6.418583E-09                  4.558956E-06
4.7                           69.93493                      0.09801793                    0.3365282                     9.348007E-05                  6.577109E-09                  6.854877E-06
4.8                           69.85105                      0.04900897                    0.3438796                     9.55221E-05                   6.719861E-09                  3.423328E-06
4.9                           69.76717                      0.08168161                    0.3504141                     9.733725E-05                  6.846556E-09                  5.698694E-06
5                             70.35434                      0.06534529                    0.3577655                     9.937929E-05                  6.989556E-09                  4.597324E-06
5.1                           69.85105                      0.03267264                    0.3626663                     0.0001007406                  7.085106E-09                  2.282218E-06
5.2                           69.59941                      0.06534529                    0.3675672                     0.000102102                   7.17997E-09                   4.547994E-06
5.3                           69.68329                      0.06534529                    0.3741018                     0.0001039172                  7.306379E-09                  4.553474E-06
5.4                           69.76717                      0.08168161                    0.3814531                     0.0001059592                  7.44877E-09                   5.698694E-06
5.5                           69.34776                      0.09801793                    0.3904381                     0.000108455                   7.622326E-09                  6.797324E-06
5.6                           69.09612                      0.04900897                    0.3977894                     0.0001104971                  7.763766E-09                  3.386329E-06
5.7                           69.68329                      0.06534529                    0.4035071                     0.0001120853                  7.87404E-09                   4.553474E-06
5.8                           69.34776                      0.1143543                     0.4124921                     0.0001145811                  8.047425E-09                  7.930212E-06
5.9                           69.59941                      0.04900897                    0.4206603                     0.0001168501                  8.204942E-09                  3.410995E-06
6                             69.26389                      0.09801793                    0.4280116                     0.0001188921                  8.34661E-09                   6.789103E-06
6.1                           69.59941                      0.08168161                    0.4369966                     0.0001213879                  8.519861E-09                  5.684992E-06
6.2                           69.76717                      0.06534529                    0.4443479                     0.00012343                    8.662139E-09                  4.558956E-06
6.3                           69.43164                      0.06534529                    0.4508825                     0.0001252451                  8.788471E-09                  4.537031E-06
6.4                           69.18                         0.06534529                    0.457417                      0.0001270603                  8.914272E-09                  4.520587E-06
6.5                           69.68329                      0.03267264                    0.4623179                     0.0001284216                  9.008679E-09                  2.276737E-06
6.6                           69.26389                      0.09801793                    0.4688524                     0.0001302368                  9.134594E-09                  6.789103E-06
6.7                           69.26389                      0.08168161                    0.4778374                     0.0001327326                  9.307465E-09                  5.657586E-06
6.8                           69.01224                      0.1306906                     0.488456                      0.0001356822                  9.51131E-09                   9.019249E-06
6.9                           69.85105                      0.1143543                     0.5007083                     0.0001390856                  9.747517E-09                  7.987765E-06
7                             69.59941                      0.06534529                    0.5096932                     0.0001415814                  9.921626E-09                  4.547994E-06
7.1                           69.51553                      0.08168161                    0.5170445                     0.0001436235                  1.006365E-08                  5.67814E-06
7.2                           69.43164                      0.06534529                    0.5243959                     0.0001456655                  1.020553E-08                  4.537031E-06
7.3                           70.18658                      0.06534529                    0.5309305                     0.0001474807                  1.033225E-08                  4.586362E-06
7.4                           69.01224                      0.1143543                     0.5399154                     0.0001499765                  1.050556E-08                  7.891843E-06
7.5                           69.26389                      0.1306906                     0.5521677                     0.0001533799                  1.074089E-08                  9.052137E-06
7.6                           69.93493                      0.1306906                     0.5652367                     0.0001570102                  1.099355E-08                  9.139837E-06
7.7                           69.68329                      0.01633632                    0.5725881                     0.0001590522                  1.113631E-08                  1.138369E-06
7.8                           69.34776                      0.08168161                    0.577489                      0.0001604136                  1.123079E-08                  5.664437E-06
