Time(s)                       E(mV)                         I(mA)                         
58.3                          -1341.03                      -1.199628                     
58.315                        -1338.262                     -1.196018                     
58.33                         -1335.41                      -1.194339                     
58.345                        -1332.223                     -1.190393                     
58.36                         -1329.203                     -1.188547                     
58.375                        -1326.435                     -1.185273                     
58.39                         -1323.415                     -1.183006                     
58.405                        -1320.06                      -1.179564                     
58.42                         -1316.873                     -1.177549                     
58.435                        -1314.021                     -1.173772                     
58.45                         -1311.672                     -1.172261                     
58.465                        -1308.568                     -1.169071                     
58.48                         -1305.129                     -1.16672                      
58.495                        -1302.11                      -1.162859                     
58.51                         -1299.174                     -1.16076                      
58.525                        -1296.573                     -1.158074                     
58.54                         -1293.134                     -1.155639                     
58.555                        -1290.534                     -1.152449                     
58.57                         -1287.263                     -1.150015                     
58.585                        -1284.495                     -1.147581                     
58.6                          -1281.223                     -1.144642                     
58.615                        -1278.203                     -1.141284                     
58.63                         -1275.351                     -1.139354                     
58.645                        -1272.416                     -1.135912                     
58.66                         -1269.144                     -1.133729                     
58.675                        -1266.125                     -1.130288                     
58.69                         -1263.021                     -1.128692                     
58.705                        -1260.588                     -1.124831                     
58.72                         -1257.904                     -1.123068                     
58.735                        -1254.297                     -1.119794                     
58.75                         -1251.194                     -1.117779                     
58.765                        -1248.006                     -1.114002                     
58.78                         -1245.238                     -1.112155                     
58.795                        -1242.135                     -1.108965                     
58.81                         -1239.366                     -1.106782                     
58.825                        -1236.263                     -1.103257                     
58.84                         -1233.243                     -1.100906                     
58.855                        -1230.307                     -1.098556                     
58.87                         -1227.204                     -1.095114                     
58.885                        -1224.436                     -1.09226                      
58.9                          -1221.416                     -1.090077                     
58.915                        -1218.145                     -1.087223                     
58.93                         -1215.125                     -1.084788                     
58.945                        -1211.853                     -1.081179                     
58.96                         -1209.337                     -1.07908                      
58.975                        -1206.401                     -1.076226                     
58.99                         -1203.633                     -1.074463                     
59.005                        -1200.026                     -1.070769                     
59.02                         -1197.258                     -1.068503                     
59.035                        -1193.987                     -1.065229                     
59.05                         -1191.302                     -1.063382                     
59.065                        -1188.283                     -1.060444                     
59.08                         -1185.095                     -1.057422                     
59.095                        -1182.411                     -1.054484                     
59.11                         -1179.391                     -1.052637                     
59.125                        -1176.204                     -1.049111                     
59.14                         -1173.436                     -1.046173                     
59.155                        -1170.416                     -1.04357                      
59.17                         -1167.145                     -1.041304                     
59.185                        -1164.209                     -1.038366                     
59.2                          -1161.105                     -1.035679                     
59.215                        -1158.169                     -1.032741                     
59.23                         -1155.066                     -1.030559                     
59.245                        -1152.214                     -1.027117                     
59.26                         -1149.362                     -1.024766                     
59.275                        -1146.007                     -1.021912                     
59.29                         -1142.903                     -1.019646                     
59.305                        -1140.051                     -1.01612                      
59.32                         -1137.283                     -1.014021                     
59.335                        -1134.096                     -1.010999                     
59.35                         -1131.244                     -1.008229                     
59.365                        -1128.308                     -1.005459                     
59.38                         -1125.288                     -1.003192                     
59.395                        -1122.1                       -1.000338                     
59.41                         -1119.249                     -0.9971479                    
59.425                        -1116.313                     -0.9942097                    
59.44                         -1113.041                     -0.9920271                    
59.455                        -1110.022                     -0.9893408                    
59.47                         -1106.834                     -0.9868224                    
59.485                        -1103.982                     -0.9836324                    
59.5                          -1100.962                     -0.9811979                    
59.515                        -1098.362                     -0.9782598                    
59.53                         -1095.678                     -0.9759093                    
59.545                        -1091.987                     -0.9728033                    
59.56                         -1088.884                     -0.9702849                    
59.575                        -1086.283                     -0.966927                     
59.59                         -1083.18                      -0.9644086                    
59.605                        -1080.328                     -0.9618902                    
59.62                         -1077.056                     -0.9595397                    
59.635                        -1073.953                     -0.9566016                    
59.65                         -1071.017                     -0.9539152                    
59.665                        -1068.081                     -0.9510611                    
59.68                         -1065.229                     -0.9485427                    
59.695                        -1061.958                     -0.9454367                    
59.71                         -1059.19                      -0.9430861                    
59.725                        -1055.918                     -0.9398961                    
59.74                         -1052.982                     -0.9372098                    
59.755                        -1049.963                     -0.9347754                    
59.77                         -1046.859                     -0.9323409                    
59.785                        -1044.007                     -0.929067                     
59.8                          -1040.987                     -0.9268844                    
59.815                        -1038.219                     -0.9232746                    
59.83                         -1035.451                     -0.921092                     
59.845                        -1032.516                     -0.91807                      
59.86                         -1029.16                      -0.9156355                    
59.875                        -1026.308                     -0.9127813                    
59.89                         -1022.869                     -0.9106826                    
59.905                        -1019.849                     -0.907073                     
59.92                         -1016.746                     -0.9045545                    
59.935                        -1014.145                     -0.902204                     
59.95                         -1011.042                     -0.8992659                    
59.965                        -1008.274                     -0.8962438                    
59.98                         -1005.17                      -0.8939772                    
59.995                        -1002.067                     -0.8907033                    
60.01                         -999.1307                     -0.8884367                    
60.025                        -996.2787                     -0.8857505                    
60.04                         -992.9235                     -0.8828963                    
60.055                        -989.9037                     -0.8795384                    
60.07                         -987.1357                     -0.8777755                    
60.085                        -984.1998                     -0.8743336                    
60.1                          -981.0124                     -0.8718992                    
60.115                        -978.0765                     -0.8693808                    
60.13                         -974.7213                     -0.8661909                    
60.145                        -972.2048                     -0.8640082                    
60.16                         -968.6819                     -0.8616577                    
60.175                        -966.1654                     -0.8582159                    
60.19                         -962.9779                     -0.8558654                    
60.205                        -959.9583                     -0.8529272                    
60.22                         -956.8546                     -0.8499891                    
60.235                        -953.751                      -0.8475546                    
60.25                         -950.8152                     -0.8447005                    
60.265                        -947.8793                     -0.8416784                    
60.28                         -944.8596                     -0.8399155                    
60.295                        -942.1754                     -0.8365576                    
60.31                         -939.2396                     -0.8340393                    
60.325                        -936.1359                     -0.8309332                    
60.34                         -933.1162                     -0.8284148                    
60.355                        -930.0126                     -0.8256446                    
60.37                         -926.9929                     -0.8228743                    
60.385                        -924.2249                     -0.8200201                    
60.4                          -920.7857                     -0.8176696                    
60.415                        -918.1854                     -0.8149833                    
60.43                         -914.7463                     -0.8121291                    
60.445                        -911.6426                     -0.8091909                    
60.46                         -909.3779                     -0.8067565                    
60.475                        -906.0226                     -0.8037345                    
60.49                         -902.8351                     -0.8013839                    
60.505                        -899.9832                     -0.7982779                    
60.52                         -896.7957                     -0.7955916                    
60.535                        -894.0276                     -0.7927374                    
60.55                         -891.0918                     -0.790051                     
60.565                        -888.1559                     -0.7879524                    
60.58                         -884.8846                     -0.7846785                    
60.595                        -881.8648                     -0.7822441                    
60.61                         -878.8451                     -0.7789701                    
60.625                        -875.8254                     -0.7767875                    
60.64                         -872.7218                     -0.7741012                    
60.655                        -869.7859                     -0.7707433                    
60.67                         -867.2695                     -0.7684768                    
60.685                        -863.6626                     -0.7652868                    
60.7                          -860.4752                     -0.7628524                    
60.715                        -857.6231                     -0.7607537                    
60.73                         -855.1068                     -0.7575637                    
60.745                        -851.9193                     -0.7545416                    
60.76                         -849.319                      -0.7519392                    
60.775                        -846.0476                     -0.7492529                    
60.79                         -842.5245                     -0.7469864                    
60.805                        -839.9242                     -0.7434607                    
60.82                         -836.9883                     -0.7411101                    
60.835                        -833.8848                     -0.7385078                    
60.85                         -830.7812                     -0.7355696                    
60.865                        -827.6776                     -0.7331352                    
60.88                         -824.9095                     -0.7303649                    
60.895                        -821.722                      -0.7275107                    
60.91                         -818.7861                     -0.7244047                    
60.925                        -815.9342                     -0.7219703                    
60.94                         -812.7468                     -0.7192                       
60.955                        -810.0625                     -0.7164298                    
60.97                         -807.2106                     -0.7140792                    
60.985                        -803.9392                     -0.7109732                    
61                            -800.8356                     -0.7083709                    
61.015                        -797.5642                     -0.7055166                    
61.03                         -794.7961                     -0.7029143                    
61.045                        -791.7764                     -0.700312                     
61.06                         -789.0084                     -0.6973739                    
61.075                        -785.9886                     -0.6942678                    
61.09                         -782.5496                     -0.6917495                    
61.105                        -779.7814                     -0.6893989                    
61.12                         -776.6779                     -0.6866286                    
61.135                        -773.9936                     -0.6835226                    
61.15                         -770.5546                     -0.6810042                    
61.165                        -767.9542                     -0.678318                     
61.18                         -764.6829                     -0.6754637                    
61.195                        -761.8309                     -0.6722738                    
61.21                         -758.8112                     -0.6703429                    
61.225                        -756.0431                     -0.667153                     
61.24                         -752.8555                     -0.6648865                    
61.255                        -749.6681                     -0.6615285                    
61.27                         -746.5645                     -0.6591781                    
61.285                        -744.1319                     -0.6566596                    
61.3                          -740.9445                     -0.6539733                    
61.315                        -737.3376                     -0.6510352                    
61.33                         -734.6533                     -0.6486008                    
61.345                        -732.1369                     -0.6454947                    
61.36                         -728.614                      -0.6425566                    
61.375                        -725.5103                     -0.6406258                    
61.39                         -722.4905                     -0.6376037                    
61.405                        -719.6386                     -0.6347495                    
61.42                         -716.8705                     -0.6318954                    
61.435                        -713.5153                     -0.629293                     
61.45                         -711.0827                     -0.626187                     
61.465                        -707.3081                     -0.6235006                    
61.48                         -705.0433                     -0.6211501                    
61.495                        -701.4364                     -0.6178762                    
61.51                         -698.8361                     -0.6155257                    
61.525                        -695.397                      -0.6131752                    
61.54                         -693.1322                     -0.6101531                    
61.555                        -689.777                      -0.6073829                    
61.57                         -686.8411                     -0.6044447                    
61.585                        -683.8214                     -0.6017584                    
61.6                          -680.7177                     -0.5990722                    
61.615                        -677.6981                     -0.5965537                    
61.63                         -674.5944                     -0.5940353                    
61.645                        -671.8264                     -0.5911812                    
61.66                         -668.555                      -0.5884948                    
61.675                        -665.6191                     -0.5853049                    
61.69                         -662.4316                     -0.5832062                    
61.705                        -659.8314                     -0.5800162                    
61.72                         -656.56                       -0.577162                     
61.735                        -653.9597                     -0.5743918                    
61.75                         -650.6883                     -0.5720413                    
61.765                        -647.5008                     -0.5691032                    
61.78                         -644.565                      -0.5666687                    
61.795                        -641.4614                     -0.5638984                    
61.81                         -638.861                      -0.5608764                    
61.825                        -635.9252                     -0.5581061                    
61.84                         -632.5699                     -0.5553359                    
61.855                        -629.6342                     -0.5530693                    
61.87                         -626.7822                     -0.5497954                    
61.885                        -623.2592                     -0.5474449                    
61.9                          -620.4911                     -0.5445067                    
61.915                        -617.3875                     -0.5422402                    
61.93                         -614.4516                     -0.539386                     
61.945                        -611.6835                     -0.5362799                    
61.96                         -608.9155                     -0.5337616                    
61.975                        -605.6441                     -0.5307394                    
61.99                         -602.4566                     -0.5287247                    
62.005                        -599.9402                     -0.525199                     
62.02                         -596.6688                     -0.5232682                    
62.035                        -593.733                      -0.5200782                    
62.05                         -590.6293                     -0.5182314                    
62.065                        -587.5258                     -0.5149575                    
62.08                         -584.8416                     -0.5118514                    
62.095                        -581.6541                     -0.5094169                    
62.11                         -578.4666                     -0.5068986                    
62.125                        -575.6146                     -0.5038764                    
62.14                         -572.7627                     -0.5016063                    
62.155                        -569.7429                     -0.4988387                    
62.17                         -566.4716                     -0.4965911                    
62.185                        -563.4518                     -0.4936558                    
62.2                          -560.9354                     -0.4908044                    
62.215                        -557.7479                     -0.4879446                    
62.23                         -554.3088                     -0.485588                     
62.245                        -551.7085                     -0.4825185                    
62.26                         -548.6888                     -0.4799187                    
62.275                        -545.5013                     -0.4769163                    
62.29                         -542.7332                     -0.474568                     
62.305                        -539.7135                     -0.4719766                    
62.32                         -536.3582                     -0.4690245                    
62.335                        -533.5063                     -0.4663325                    
62.35                         -530.9059                     -0.4634643                    
62.365                        -527.4669                     -0.4608392                    
62.38                         -524.7827                     -0.4579962                    
62.395                        -521.2596                     -0.4552706                    
62.41                         -518.4915                     -0.4524527                    
62.425                        -515.8074                     -0.4500374                    
62.44                         -512.536                      -0.4473285                    
62.455                        -509.4324                     -0.4443513                    
62.47                         -506.6643                     -0.4418605                    
62.485                        -504.064                      -0.4387407                    
62.5                          -500.1216                     -0.4361996                    
62.515                        -497.6051                     -0.4334823                    
62.53                         -494.3338                     -0.430807                     
62.545                        -491.4818                     -0.4277208                    
62.56                         -488.7976                     -0.4253977                    
62.575                        -485.694                      -0.4226469                    
62.59                         -482.5065                     -0.4197116                    
62.605                        -479.319                      -0.4170028                    
62.62                         -476.6349                     -0.414143                     
62.635                        -473.4474                     -0.4116521                    
62.65                         -470.5954                     -0.4088091                    
62.665                        -467.2402                     -0.4059409                    
62.68                         -464.3882                     -0.4030476                    
62.695                        -461.5362                     -0.4009174                    
62.71                         -458.3488                     -0.3980324                    
62.725                        -455.2451                     -0.3952061                    
62.74                         -452.4771                     -0.3922373                    
62.755                        -449.4574                     -0.3899226                    
62.77                         -446.2699                     -0.3871215                    
62.785                        -443.6696                     -0.3841611                    
62.8                          -440.1465                     -0.3813348                    
62.815                        -437.7979                     -0.3788021                    
62.83                         -434.4426                     -0.3765461                    
62.845                        -431.2551                     -0.3733592                    
62.86                         -428.7387                     -0.3705581                    
62.875                        -425.1318                     -0.3677318                    
62.89                         -422.196                      -0.3653501                    
62.905                        -419.5117                     -0.3624399                    
62.92                         -416.2404                     -0.3596053                    
62.935                        -413.4723                     -0.3569048                    
62.95                         -410.6204                     -0.3546152                    
62.965                        -407.7684                     -0.351789                     
62.98                         -404.3293                     -0.3487447                    
62.995                        -401.5612                     -0.3460945                    
63.01                         -398.7092                     -0.3431593                    
63.025                        -395.5218                     -0.3407942                    
63.04                         -392.4182                     -0.3376241                    
63.055                        -389.6501                     -0.3350327                    
63.07                         -386.127                      -0.332198                     
63.085                        -383.7784                     -0.330135                     
63.1                          -380.6748                     -0.3269648                    
63.115                        -377.655                      -0.3244237                    
63.13                         -374.2998                     -0.3213458                    
63.145                        -371.5317                     -0.3186454                    
63.16                         -368.3442                     -0.316121                     
63.175                        -365.0729                     -0.3134541                    
63.19                         -362.5564                     -0.3105272                    
63.205                        -359.5367                     -0.3075332                    
63.22                         -356.4331                     -0.3055288                    
63.235                        -353.2456                     -0.302669                     
63.25                         -350.5614                     -0.2998511                    
63.265                        -347.3739                     -0.2969913                    
63.28                         -344.1864                     -0.2940812                    
63.295                        -341.2506                     -0.2917581                    
63.31                         -338.4825                     -0.2888648                    
63.325                        -335.2112                     -0.2860385                    
63.34                         -332.3592                     -0.2828851                    
63.355                        -329.675                      -0.2814007                    
63.37                         -326.5714                     -0.278088                     
63.385                        -323.4678                     -0.2752953                    
63.4                          -320.8675                     -0.2722426                    
63.415                        -317.5961                     -0.2698776                    
63.43                         -314.4925                     -0.2668417                    
63.445                        -311.2212                     -0.2641664                    
63.46                         -308.4531                     -0.261122                     
63.475                        -305.5172                     -0.2584887                    
63.49                         -302.2459                     -0.2561908                    
63.505                        -299.6455                     -0.2534232                    
63.52                         -296.2903                     -0.250186                     
63.535                        -292.8512                     -0.2478881                    
63.55                         -290.3347                     -0.244718                     
63.565                        -287.0634                     -0.2422272                    
63.58                         -284.3792                     -0.2391074                    
63.595                        -280.8562                     -0.2368095                    
63.61                         -278.172                      -0.2334213                    
63.625                        -275.4878                     -0.2313247                    
63.64                         -272.2164                     -0.2281462                    
63.655                        -269.0289                     -0.2260663                    
63.67                         -266.4286                     -0.2224852                    
63.685                        -263.4089                     -0.220657                     
63.7                          -259.9698                     -0.2171765                    
63.715                        -257.2856                     -0.2149122                    
63.73                         -254.2658                     -0.2116834                    
63.745                        -251.0783                     -0.2094106                    
63.76                         -248.1425                     -0.2060812                    
63.775                        -245.2905                     -0.2039594                    
63.79                         -242.2708                     -0.2008228                    
63.805                        -239.1672                     -0.1985249                    
63.82                         -236.3153                     -0.1954638                    
63.835                        -232.7922                     -0.1931072                    
63.85                         -230.2758                     -0.1896519                    
63.865                        -227.34                       -0.187614                     
63.88                         -224.1525                     -0.1840329                    
63.895                        -221.0489                     -0.1822214                    
63.91                         -218.1969                     -0.1786655                    
63.925                        -215.2611                     -0.1770386                    
63.94                         -212.1575                     -0.1735749                    
63.955                        -209.0539                     -0.1712434                    
63.97                         -205.9503                     -0.1679811                    
63.985                        -202.8467                     -0.165918                     
64                            -200.0786                     -0.1624124                    
64.015                        -197.1427                     -0.1604332                    
64.03                         -193.7875                     -0.157087                     
64.045                        -191.0194                     -0.1550658                    
64.06                         -188.4191                     -0.1516441                    
64.075                        -185.1478                     -0.1498326                    
64.09                         -181.8764                     -0.1461593                    
64.105                        -179.1922                     -0.1444652                    
64.12                         -176.0047                     -0.1408758                    
64.135                        -173.0688                     -0.1386701                    
64.15                         -170.133                      -0.1352735                    
64.165                        -167.1133                     -0.1330846                    
64.18                         -163.8419                     -0.1300319                    
64.19501                      -161.3255                     -0.1276753                    
64.21001                      -158.2219                     -0.1243375                    
64.22501                      -154.9505                     -0.1226602                    
64.24001                      -151.763                      -0.1187269                    
64.255                        -148.8272                     -0.1170412                    
64.27                         -145.8075                     -0.1132589                    
64.285                        -143.1233                     -0.1113887                    
64.3                          -139.9358                     -0.1077908                    
64.315                        -137.0838                     -0.1061135                    
64.33                         -134.0641                     -0.1024654                    
64.345                        -130.7088                     -0.1002765                    
64.36                         -128.0247                     -0.09712314                   
64.375                        -125.2566                     -0.09532003                   
64.39                         -122.3207                     -0.09182284                   
64.405                        -119.1333                     -0.08951654                   
64.42                         -115.9458                     -0.08611999                   
64.435                        -112.5905                     -0.08407367                   
64.45                         -110.3257                     -0.08076099                   
64.465                        -106.7188                     -0.07858887                   
64.48                         -104.2024                     -0.07509168                   
64.495                        -101.0149                     -0.07306214                   
64.51                         -98.33072                     -0.06964881                   
64.525                        -95.14323                     -0.06823988                   
64.54                         -91.87186                     -0.06418078                   
64.555                        -88.93603                     -0.06233574                   
64.57001                      -85.9163                      -0.05873792                   
64.58501                      -83.06435                     -0.05668321                   
64.60001                      -80.38015                     -0.05349633                   
64.61501                      -76.85713                     -0.0513326                    
64.63                         -73.83742                     -0.04767606                   
64.645                        -70.90157                     -0.04605746                   
64.66                         -67.79797                     -0.04271122                   
64.675                        -65.19765                     -0.04053911                   
64.69                         -61.92628                     -0.03698779                   
64.705                        -59.07433                     -0.03512127                   
64.72                         -55.6352                      -0.03158276                   
64.735                        -53.28653                     -0.03007429                   
64.75                         -50.01516                     -0.02613414                   
64.765                        -47.07932                     -0.02398085                   
64.78                         -44.14347                     -0.02053374                   
64.795                        -40.78823                     -0.01883912                   
64.81                         -37.60074                     -0.01555552                   
64.825                        -34.74878                     -0.01319428                   
64.84                         -31.81294                     -0.009722018                  
64.855                        -29.12874                     -0.007915032                  
64.87                         -26.44455                     -0.004302739                  
64.885                        -22.75377                     -0.0023465                    
64.9                          -19.65017                     0.001282564                   
64.915                        -16.79821                     0.003248027                   
64.93                         -14.03013                     0.006353861                   
64.94501                      -11.09429                     0.008092927                   
64.96001                      -8.326211                     0.01210854                    
64.97501                      -4.887083                     0.01401783                    
64.99001                      -2.035122                     0.01742217                    
65.005                        0.9846003                     0.01975322                    
65.02                         4.004323                      0.02289176                    
65.035                        7.191808                      0.02500396                    
65.05                         10.21153                      0.02856846                    
65.065                        13.06349                      0.03029662                    
65.08                         15.74769                      0.03358106                    
65.095                        19.10294                      0.03552556                    
65.11                         22.12266                      0.0393827                     
65.125                        25.56179                      0.04137248                    
65.14                         28.24598                      0.04492524                    
65.155                        30.93018                      0.04655781                    
65.17                         34.03379                      0.05031433                    
65.185                        37.30515                      0.05221187                    
65.2                          40.15711                      0.05601199                    
65.215                        43.51236                      0.05760851                    
65.23                         46.36432                      0.06077975                    
65.245                        49.30016                      0.0630127                     
65.26                         51.81659                      0.06675076                    
65.275                        55.25573                      0.06854434                    
65.29                         58.19157                      0.07225809                    
65.305                        60.708                        0.0738152                     
65.32001                      64.06325                      0.07752392                    
65.33501                      67.08297                      0.07935355                    
65.35001                      70.01881                      0.08310503                    
65.36501                      73.12241                      0.08461434                    
65.38                         76.56155                      0.08812014                    
65.395                        79.24574                      0.09031285                    
65.41                         82.0977                       0.09385051                    
65.425                        84.69802                      0.09588557                    
65.44                         88.05326                      0.09898786                    
65.455                        91.40851                      0.1010761                     
65.47                         94.34436                      0.1048333                     
65.485                        97.19631                      0.1067286                     
65.5                          100.1322                      0.1102007                     
65.515                        103.1519                      0.1118109                     
65.53                         106.1716                      0.1155681                     
65.545                        108.9397                      0.1174466                     
65.56                         112.5466                      0.1210361                     
65.575                        115.2308                      0.1225289                     
65.59                         118.4183                      0.1264035                     
65.605                        121.3541                      0.1283827                     
65.62                         124.3738                      0.1318464                     
65.635                        127.3935                      0.1341694                     
65.65                         129.9939                      0.1371802                     
65.665                        133.0975                      0.1390252                     
65.68                         136.2011                      0.1426734                     
65.69501                      139.4724                      0.1446107                     
65.71001                      142.3244                      0.1480575                     
