                       Time(s)                         E(mV)                         I(mA)                         Q(mC)                 Capacity(mAh)                    Energy(Wh)                          P(W)
                      0.100000                   3270.702393                      0.998618                      0.099862                      0.000028                      0.000000                      0.003266
                      0.200000                   7571.263672                      0.997431                      0.199664                      0.000055                      0.000000                      0.007552
                      0.300000                   5331.414551                      0.998703                      0.299471                      0.000083                      0.000000                      0.005325
                      0.400000                   4453.765625                      0.998534                      0.399333                      0.000111                      0.000001                      0.004447
                      0.500000                   3706.673828                      0.994717                      0.498995                      0.000139                      0.000001                      0.003687
                      0.600000                   3525.690186                      0.998364                      0.598649                      0.000166                      0.000001                      0.003520
                      0.700000                   3993.545898                      1.001332                      0.698634                      0.000194                      0.000001                      0.003999
                      0.800000                   3549.351562                      0.998703                      0.798636                      0.000222                      0.000001                      0.003545
                      0.900000                   3539.031250                      0.998194                      0.898481                      0.000250                      0.000001                      0.003533
                      1.000000                   3520.907715                      0.998618                      0.998322                      0.000277                      0.000001                      0.003516
                      1.100000                   3534.584229                      0.998279                      1.098166                      0.000305                      0.000001                      0.003529
                      1.200000                   3524.599365                      0.998534                      1.198007                      0.000333                      0.000001                      0.003519
                      1.300000                   3498.253418                      0.998534                      1.297860                      0.000361                      0.000001                      0.003493
                      1.400000                   3526.781006                      0.998873                      1.397731                      0.000388                      0.000002                      0.003523
                      1.500000                   3495.987793                      0.998618                      1.497605                      0.000416                      0.000002                      0.003491
                      1.600000                   3483.737793                      0.998534                      1.597463                      0.000444                      0.000002                      0.003479
                      1.700000                   3467.963623                      0.998534                      1.697316                      0.000471                      0.000002                      0.003463
                      1.800000                   3493.974121                      0.998449                      1.797165                      0.000499                      0.000002                      0.003489
                      1.900000                   3498.169434                      0.998364                      1.897006                      0.000527                      0.000002                      0.003492
                      2.000000                   3512.097656                      0.998194                      1.996834                      0.000555                      0.000002                      0.003506
                      2.100000                   3500.602783                      0.998618                      2.096674                      0.000582                      0.000002                      0.003496
                      2.200000                   3495.904053                      0.998279                      2.196519                      0.000610                      0.000002                      0.003490
                      2.300000                   3507.231201                      0.998703                      2.296369                      0.000638                      0.000002                      0.003503
                      2.400000                   3492.379883                      0.998449                      2.396226                      0.000666                      0.000003                      0.003487
                      2.500000                   3487.261963                      0.998364                      2.496067                      0.000693                      0.000003                      0.003482
                      2.600000                   3481.891846                      0.998449                      2.595907                      0.000721                      0.000003                      0.003476
                      2.700000                   3475.095703                      0.998534                      2.695756                      0.000749                      0.000003                      0.003470
                      2.800000                   3476.018555                      0.998449                      2.795606                      0.000777                      0.000003                      0.003471
                      2.900000                   3473.249756                      0.998279                      2.895442                      0.000804                      0.000003                      0.003467
                      3.000000                   3472.242676                      0.998449                      2.995278                      0.000832                      0.000003                      0.003467
                      3.100000                   3477.696533                      0.998364                      3.095119                      0.000860                      0.000003                      0.003472
                      3.200000                   3479.542480                      0.998618                      3.194968                      0.000887                      0.000003                      0.003475
                      3.300000                   3478.535645                      0.998449                      3.294822                      0.000915                      0.000003                      0.003473
                      3.400000                   3478.200195                      0.998449                      3.394666                      0.000943                      0.000003                      0.003473
                      3.500000                   3485.248047                      0.998703                      3.494524                      0.000971                      0.000004                      0.003481
                      3.600000                   3484.408936                      0.998449                      3.594382                      0.000998                      0.000004                      0.003479
                      3.700000                   3488.604248                      0.998364                      3.694222                      0.001026                      0.000004                      0.003483
                      3.800000                   3489.107666                      0.998534                      3.794067                      0.001054                      0.000004                      0.003484
                      3.900000                   3493.219238                      0.998449                      3.893916                      0.001082                      0.000004                      0.003488
                      4.000000                   3491.541016                      0.998534                      3.993765                      0.001109                      0.000004                      0.003486
                      4.100000                   3488.688232                      0.998449                      4.093615                      0.001137                      0.000004                      0.003483
                      4.200000                   3490.450195                      0.998449                      4.193459                      0.001165                      0.000004                      0.003485
                      4.300000                   3489.862793                      0.998618                      4.293313                      0.001193                      0.000004                      0.003485
                      4.400000                   3490.282471                      0.998618                      4.393174                      0.001220                      0.000004                      0.003485
                      4.500000                   3487.261963                      0.998279                      4.493019                      0.001248                      0.000005                      0.003481
                      4.600000                   3491.541016                      0.998449                      4.592855                      0.001276                      0.000005                      0.003486
                      4.700000                   3492.967285                      0.998449                      4.692700                      0.001304                      0.000005                      0.003488
                      4.800000                   3498.169434                      0.998449                      4.792545                      0.001331                      0.000005                      0.003493
                      4.900000                   3496.239746                      0.998364                      4.892386                      0.001359                      0.000005                      0.003491
                      5.000000                   3499.344238                      0.998364                      4.992222                      0.001387                      0.000005                      0.003494
                      5.100000                   3502.029053                      0.998534                      5.092067                      0.001414                      0.000005                      0.003497
                      5.200000                   3509.580566                      0.998449                      5.191916                      0.001442                      0.000005                      0.003504
                      5.300000                   3569.321045                      0.998364                      5.291757                      0.001470                      0.000005                      0.003563
                      5.400000                   3626.964111                      0.998703                      5.391610                      0.001498                      0.000005                      0.003622
                      5.500000                   3530.556885                      0.998788                      5.491485                      0.001525                      0.000006                      0.003526
                      5.600000                   3612.532227                      0.998618                      5.591355                      0.001553                      0.000006                      0.003608
                      5.700000                   3488.184570                      0.998449                      5.691208                      0.001581                      0.000006                      0.003483
                      5.800000                   3484.912354                      0.998449                      5.791053                      0.001609                      0.000006                      0.003480
                      5.900000                   3488.268555                      0.998618                      5.890907                      0.001636                      0.000006                      0.003483
                      6.000000                   3488.688232                      0.998449                      5.990760                      0.001664                      0.000006                      0.003483
                      6.100000                   3499.344238                      0.998703                      6.090618                      0.001692                      0.000006                      0.003495
                      6.200000                   3498.840820                      0.998449                      6.190475                      0.001720                      0.000006                      0.003493
                      6.300000                   3512.181641                      0.998449                      6.290320                      0.001747                      0.000006                      0.003507
                      6.400000                   3501.777344                      0.998703                      6.390178                      0.001775                      0.000006                      0.003497
                      6.500000                   3500.770508                      0.998534                      6.490040                      0.001803                      0.000007                      0.003496
                      6.600000                   3497.917725                      0.998873                      6.589910                      0.001831                      0.000007                      0.003494
                      6.700000                   3489.275391                      0.998534                      6.689780                      0.001858                      0.000007                      0.003484
                      6.800000                   3472.578613                      0.998449                      6.789629                      0.001886                      0.000007                      0.003467
                      6.900000                   3481.891846                      0.998449                      6.889474                      0.001914                      0.000007                      0.003476
                      7.000000                   3470.396973                      0.998618                      6.989327                      0.001941                      0.000007                      0.003466
                      7.100000                   3494.645508                      0.998449                      7.089181                      0.001969                      0.000007                      0.003489
                      7.200000                   3478.116211                      0.998449                      7.189026                      0.001997                      0.000007                      0.003473
                      7.300000                   3474.592041                      0.998534                      7.288875                      0.002025                      0.000007                      0.003469
                      7.400000                   3472.997803                      0.998449                      7.388724                      0.002052                      0.000007                      0.003468
                      7.500000                   3487.177979                      0.998449                      7.488569                      0.002080                      0.000007                      0.003482
                      7.600000                   3480.885010                      0.998534                      7.588418                      0.002108                      0.000008                      0.003476
                      7.700000                   3489.611328                      0.998449                      7.688267                      0.002136                      0.000008                      0.003484
                      7.800000                   3467.124512                      0.998788                      7.788129                      0.002163                      0.000008                      0.003463
                      7.900000                   3470.648438                      0.998618                      7.888000                      0.002191                      0.000008                      0.003466
                      8.000000                   3466.201660                      0.998534                      7.987857                      0.002219                      0.000008                      0.003461
                      8.100000                   3463.768311                      0.998703                      8.087719                      0.002247                      0.000008                      0.003459
                      8.200000                   3456.887939                      0.998449                      8.187577                      0.002274                      0.000008                      0.003452
                      8.300000                   3456.300537                      0.998449                      8.287422                      0.002302                      0.000008                      0.003451
                      8.400000                   3453.783447                      0.998449                      8.387266                      0.002330                      0.000008                      0.003448
                      8.500000                   3482.227295                      0.998364                      8.487107                      0.002358                      0.000008                      0.003477
                      8.600000                   3444.553955                      0.998534                      8.586952                      0.002385                      0.000009                      0.003440
                      8.700000                   3450.762939                      0.998788                      8.686818                      0.002413                      0.000009                      0.003447
                      8.800000                   3451.350342                      0.998449                      8.786680                      0.002441                      0.000009                      0.003446
                      8.900000                   3460.580078                      0.998618                      8.886534                      0.002468                      0.000009                      0.003456
                      9.000000                   3455.629395                      0.998534                      8.986391                      0.002496                      0.000009                      0.003451
                      9.100000                   3370.885254                      0.998618                      9.086248                      0.002524                      0.000009                      0.003366
                      9.200000                   3357.040771                      0.998449                      9.186102                      0.002552                      0.000009                      0.003352
                      9.300000                   3358.802734                      0.998449                      9.285947                      0.002579                      0.000009                      0.003354
                      9.400000                   3358.718994                      0.998279                      9.385783                      0.002607                      0.000009                      0.003353
                      9.500000                   3356.957031                      0.998534                      9.485624                      0.002635                      0.000009                      0.003352
                      9.600000                   3359.138428                      0.998618                      9.585482                      0.002663                      0.000009                      0.003354
                      9.700000                   3345.797607                      0.998618                      9.685344                      0.002690                      0.000010                      0.003341
                      9.800000                   3359.390137                      0.998703                      9.785210                      0.002718                      0.000010                      0.003355
                      9.900000                   3361.823486                      0.998449                      9.885067                      0.002746                      0.000010                      0.003357
                     10.000000                   3357.544189                      0.998534                      9.984916                      0.002774                      0.000010                      0.003353
                     10.100000                   3355.111084                      0.998703                     10.084778                      0.002801                      0.000010                      0.003351
                     10.200000                   3365.011963                      0.998449                     10.184635                      0.002829                      0.000010                      0.003360
                     10.300000                   3358.215576                      0.998449                     10.284480                      0.002857                      0.000010                      0.003353
                     10.400000                   3352.174316                      0.998364                     10.384321                      0.002885                      0.000010                      0.003347
                     10.500000                   3352.929688                      0.998534                     10.484166                      0.002912                      0.000010                      0.003348
                     10.600000                   3347.475830                      0.998618                     10.584023                      0.002940                      0.000010                      0.003343
                     10.700000                   3357.544189                      0.998618                     10.683886                      0.002968                      0.000011                      0.003353
                     10.800000                   3362.159180                      0.998703                     10.783751                      0.002995                      0.000011                      0.003358
                     10.900000                   3357.125000                      0.998364                     10.883605                      0.003023                      0.000011                      0.003352
                     11.000000                   3328.512939                      0.998364                     10.983441                      0.003051                      0.000011                      0.003323
                     11.100000                   3320.038574                      0.998449                     11.083282                      0.003079                      0.000011                      0.003315
                     11.200000                   3311.312500                      0.998618                     11.183135                      0.003106                      0.000011                      0.003307
                     11.300000                   3321.968506                      0.998279                     11.282980                      0.003134                      0.000011                      0.003316
                     11.400000                   3322.387939                      0.998534                     11.382821                      0.003162                      0.000011                      0.003318
                     11.500000                   3315.004395                      0.998618                     11.482678                      0.003190                      0.000011                      0.003310
                     11.600000                   3323.059326                      0.998534                     11.582536                      0.003217                      0.000011                      0.003318
                     11.700000                   3338.833496                      0.998618                     11.682393                      0.003245                      0.000011                      0.003334
                     11.800000                   3312.990723                      0.998449                     11.782247                      0.003273                      0.000012                      0.003308
                       Time(s)                         E(mV)                         I(mA)                         Q(mC)                 Capacity(mAh)                    Energy(Wh)                          P(W)
                      0.100000                   3868.778564                      0.998618                      0.099862                      0.000028                      0.000000                      0.003863
                      0.200000                   3673.866943                      0.998958                      0.199741                      0.000055                      0.000000                      0.003670
                      0.300000                   3451.769775                      0.998873                      0.299632                      0.000083                      0.000000                      0.003448
                      0.400000                   3544.904541                      0.999212                      0.399536                      0.000111                      0.000000                      0.003542
                      0.500000                   3485.667480                      0.999127                      0.499453                      0.000139                      0.000001                      0.003483
                      0.600000                   3496.407471                      0.998618                      0.599341                      0.000166                      0.000001                      0.003492
                      0.700000                   3459.489258                      0.998958                      0.699219                      0.000194                      0.000001                      0.003456
                      0.800000                   3380.618164                      0.998703                      0.799102                      0.000222                      0.000001                      0.003376
                      0.900000                   3367.529053                      0.998958                      0.898986                      0.000250                      0.000001                      0.003364
                      1.000000                   3409.146240                      0.998873                      0.998877                      0.000277                      0.000001                      0.003405
                      1.100000                   3403.776123                      0.998703                      1.098756                      0.000305                      0.000001                      0.003399
                      1.200000                   3478.116211                      0.999042                      1.198643                      0.000333                      0.000001                      0.003475
                      1.300000                   3456.552490                      0.998703                      1.298530                      0.000361                      0.000001                      0.003452
                      1.400000                   3455.797363                      0.998873                      1.398409                      0.000388                      0.000001                      0.003452
                      1.500000                   3443.379395                      0.998534                      1.498280                      0.000416                      0.000001                      0.003438
                      1.600000                   3436.247314                      0.998788                      1.598146                      0.000444                      0.000002                      0.003432
                      1.700000                   3443.966553                      0.998873                      1.698029                      0.000472                      0.000002                      0.003440
                      1.800000                   3436.750732                      0.998618                      1.797903                      0.000499                      0.000002                      0.003432
                      1.900000                   3173.036621                      0.998873                      1.897778                      0.000527                      0.000002                      0.003169
                      2.000000                   3138.803467                      0.998618                      1.997652                      0.000555                      0.000002                      0.003134
                      2.100000                   3188.978516                      0.998788                      2.097522                      0.000583                      0.000002                      0.003185
                      2.200000                   3170.100098                      0.998958                      2.197410                      0.000610                      0.000002                      0.003167
                      2.300000                   3168.589844                      0.998618                      2.297289                      0.000638                      0.000002                      0.003164
                      2.400000                   3160.031494                      0.999042                      2.397172                      0.000666                      0.000002                      0.003157
                      2.500000                   3161.038330                      0.998958                      2.497072                      0.000694                      0.000002                      0.003158
                      2.600000                   3156.423584                      0.998873                      2.596963                      0.000721                      0.000002                      0.003153
                      2.700000                   3160.199219                      0.998873                      2.696851                      0.000749                      0.000003                      0.003157
                      2.800000                   3162.884033                      0.998788                      2.796734                      0.000777                      0.000003                      0.003159
                      2.900000                   3154.661621                      0.998958                      2.896621                      0.000805                      0.000003                      0.003151
                      3.000000                   3158.017578                      0.998788                      2.996508                      0.000832                      0.000003                      0.003154
                      3.100000                   3164.394531                      0.998618                      3.096379                      0.000860                      0.000003                      0.003160
                      3.200000                   3157.094727                      0.998873                      3.196253                      0.000888                      0.000003                      0.003154
                      3.300000                   3157.933838                      0.998958                      3.296144                      0.000916                      0.000003                      0.003155
                      3.400000                   3156.003906                      0.998703                      3.396028                      0.000943                      0.000003                      0.003152
                      3.500000                   3154.241943                      0.998788                      3.495902                      0.000971                      0.000003                      0.003150
                      3.600000                   3157.849854                      0.998958                      3.595789                      0.000999                      0.000003                      0.003155
                      3.700000                   3154.661621                      0.998958                      3.695685                      0.001027                      0.000003                      0.003151
                      3.800000                   3177.735352                      0.998788                      3.795573                      0.001054                      0.000004                      0.003174
                      3.900000                   3177.819336                      0.998618                      3.895443                      0.001082                      0.000004                      0.003173
                      4.000000                   3177.987061                      0.998873                      3.995317                      0.001110                      0.000004                      0.003174
                      4.100000                   3179.581299                      0.998703                      4.095196                      0.001138                      0.000004                      0.003175
                      4.200000                   3180.504150                      0.998873                      4.195075                      0.001165                      0.000004                      0.003177
                      4.300000                   3178.406738                      0.998703                      4.294953                      0.001193                      0.000004                      0.003174
                      4.400000                   3177.483887                      0.998788                      4.394828                      0.001221                      0.000004                      0.003174
                      4.500000                   3180.168701                      0.998703                      4.494703                      0.001249                      0.000004                      0.003176
                      4.600000                   3180.756104                      0.998618                      4.594569                      0.001276                      0.000004                      0.003176
                      4.700000                   3176.644531                      0.998703                      4.694435                      0.001304                      0.000004                      0.003173
                      4.800000                   3178.910156                      0.998703                      4.794305                      0.001332                      0.000004                      0.003175
                      4.900000                   3178.826172                      0.998873                      4.894184                      0.001359                      0.000004                      0.003175
                      5.000000                   3182.769775                      0.998618                      4.994059                      0.001387                      0.000005                      0.003178
                      5.100000                   3181.762939                      0.998788                      5.093929                      0.001415                      0.000005                      0.003178
                      5.200000                   3176.393066                      0.998958                      5.193816                      0.001443                      0.000005                      0.003173
                      5.300000                   3171.610352                      0.998618                      5.293695                      0.001470                      0.000005                      0.003167
                      5.400000                   3162.045166                      0.998873                      5.393569                      0.001498                      0.000005                      0.003158
                      5.500000                   3157.933838                      0.998618                      5.493444                      0.001526                      0.000005                      0.003154
                      5.600000                   3152.563721                      0.998873                      5.593318                      0.001554                      0.000005                      0.003149
                      5.700000                   3139.726318                      0.998958                      5.693210                      0.001581                      0.000005                      0.003136
                      5.800000                   3108.681396                      0.998618                      5.793089                      0.001609                      0.000005                      0.003104
                      5.900000                   3080.069580                      0.998534                      5.892946                      0.001637                      0.000005                      0.003076
                      6.000000                   3042.899658                      0.998788                      5.992813                      0.001665                      0.000005                      0.003039
                      6.100000                   3028.719971                      0.998703                      6.092687                      0.001692                      0.000006                      0.003025
                      6.200000                   3021.084473                      0.998618                      6.192553                      0.001720                      0.000006                      0.003017
                      6.300000                   3014.455811                      0.998534                      6.292411                      0.001748                      0.000006                      0.003010
                      6.400000                   3008.079346                      0.998618                      6.392268                      0.001776                      0.000006                      0.003004
                      6.500000                   3004.471436                      0.998534                      6.492126                      0.001803                      0.000006                      0.003000
                      6.600000                   3003.799805                      0.998873                      6.591996                      0.001831                      0.000006                      0.003000
                      6.700000                   3000.276123                      0.998788                      6.691879                      0.001859                      0.000006                      0.002997
                      6.800000                   2997.674805                      0.998873                      6.791762                      0.001887                      0.000006                      0.002994
                      6.900000                   2993.479492                      0.998618                      6.891637                      0.001914                      0.000006                      0.002989
                      7.000000                   2991.298096                      0.998449                      6.991490                      0.001942                      0.000006                      0.002987
                      7.100000                   2986.515625                      0.998618                      7.091344                      0.001970                      0.000006                      0.002982
                      7.200000                   2985.088867                      0.998364                      7.191193                      0.001998                      0.000006                      0.002980
                      7.300000                   2982.488037                      0.998703                      7.291046                      0.002025                      0.000007                      0.002979
                      7.400000                   2978.292725                      0.998788                      7.390921                      0.002053                      0.000007                      0.002975
                      7.500000                   2976.698730                      0.998449                      7.490783                      0.002081                      0.000007                      0.002972
                      7.600000                   2973.845947                      0.998703                      7.590640                      0.002109                      0.000007                      0.002970
                      7.700000                   2971.496338                      0.998534                      7.690502                      0.002136                      0.000007                      0.002967
                      7.800000                   2970.405518                      0.998703                      7.790364                      0.002164                      0.000007                      0.002967
                      7.900000                   2968.559814                      0.998618                      7.890230                      0.002192                      0.000007                      0.002964
                      8.000000                   2967.301270                      0.998873                      7.990105                      0.002219                      0.000007                      0.002964
                      8.100000                   2966.713867                      0.998703                      8.089984                      0.002247                      0.000007                      0.002963
                      8.200000                   2968.811279                      0.998364                      8.189837                      0.002275                      0.000007                      0.002964
                      8.300000                   2967.049561                      0.998703                      8.289690                      0.002303                      0.000007                      0.002963
                      8.400000                   2965.791016                      0.998788                      8.389565                      0.002330                      0.000007                      0.002962
                      8.500000                   2963.944824                      0.998703                      8.489440                      0.002358                      0.000008                      0.002960
                      8.600000                   2963.189697                      0.998703                      8.589310                      0.002386                      0.000008                      0.002959
                      8.700000                   2963.105957                      0.998873                      8.689189                      0.002414                      0.000008                      0.002960
                      8.800000                   2962.183105                      0.998534                      8.789059                      0.002441                      0.000008                      0.002958
                      8.900000                   2961.092285                      0.998449                      8.888908                      0.002469                      0.000008                      0.002956
                      9.000000                   2960.001465                      0.998618                      8.988762                      0.002497                      0.000008                      0.002956
                      9.100000                   2958.826660                      0.998618                      9.088623                      0.002525                      0.000008                      0.002955
                      9.200000                   2954.547607                      0.998534                      9.188481                      0.002552                      0.000008                      0.002950
                      9.300000                   2952.533936                      0.998618                      9.288339                      0.002580                      0.000008                      0.002948
                      9.400000                   2952.617920                      0.998534                      9.388196                      0.002608                      0.000008                      0.002948
